objSolid,0,224,00301169,0,1,1,4294967295,0,0
objSolid,32,224,0002DAB4,0,1,1,4294967295,0,0
objSolid,32,224,0035FCFC,0,1,1,4294967295,0,0
objSolid,32,224,00152249,0,1,1,4294967295,0,0
objSolid,32,224,00138BB5,0,1,1,4294967295,0,0
objSolid,32,224,0001E36E,0,1,1,4294967295,0,0
objSolid,32,224,0007E86C,0,1,1,4294967295,0,0
objSolid,32,224,0012B9ED,0,1,1,4294967295,0,0
objSolid,32,224,002D5CFD,0,1,1,4294967295,0,0
objSolid,32,224,00105E50,0,1,1,4294967295,0,0
objSolid,32,224,002CCCB6,0,1,1,4294967295,0,0
objSolid,64,224,000D8748,0,1,1,4294967295,0,0
objSolid,64,224,0026FEC4,0,1,1,4294967295,0,0
objSolid,64,224,0024DF1E,0,1,1,4294967295,0,0
objSolid,64,224,0033A9CF,0,1,1,4294967295,0,0
objSolid,64,224,00208A5F,0,1,1,4294967295,0,0
objSolid,64,224,003A36FB,0,1,1,4294967295,0,0
objSolid,64,224,000E56B3,0,1,1,4294967295,0,0
objSolid,64,224,0005E850,0,1,1,4294967295,0,0
objSolid,96,224,001FC719,0,1,1,4294967295,0,0
objSolid,128,224,00130CD0,0,1,1,4294967295,0,0
objSolid,160,224,004009B9,0,1,1,4294967295,0,0
objSolid,192,224,003A00A3,0,1,1,4294967295,0,0
objSolid,224,224,00205404,0,1,1,4294967295,0,0
objSolid,256,224,00128397,0,1,1,4294967295,0,0
objSolid,288,224,00224EBD,0,1,1,4294967295,0,0
objSolid,320,224,002A74A3,0,1,1,4294967295,0,0
objSolid,352,224,00218071,0,1,1,4294967295,0,0
objSolid,384,224,0039083C,0,1,1,4294967295,0,0
objSolid,416,224,003B256E,0,1,1,4294967295,0,0
objSolid,448,224,00333A1A,0,1,1,4294967295,0,0
objSolid,480,224,001F804A,0,1,1,4294967295,0,0
objSolid,512,224,001F5C5F,0,1,1,4294967295,0,0
objSolid,544,224,00149E14,0,1,1,4294967295,0,0
objSolid,576,224,0037D049,0,1,1,4294967295,0,0
objSlopeR,608,224,002627F9,0,1,1,4294967295,0,0
objSlopeR,640,256,00313833,0,1,1,4294967295,0,0
objSlopeR,672,288,00294DC3,0,1,1,4294967295,0,0
objSolid,704,320,00336BB2,0,1,1,4294967295,0,0
objSolid,736,320,000A54A9,0,1,1,4294967295,0,0
objSolid,768,320,00282B8F,0,1,1,4294967295,0,0
objSolid,800,320,001D31CE,0,1,1,4294967295,0,0
objSolid,832,320,001B2FE3,0,1,1,4294967295,0,0
objSolid,864,320,00025D4A,0,1,1,4294967295,0,0
objSolid,896,320,001FB4CE,0,1,1,4294967295,0,0
objSolid,928,320,0029B4BB,0,1,1,4294967295,0,0
objSolid,960,320,002EB443,0,1,1,4294967295,0,0
objSolid,960,256,002256AA,0,1,1,4294967295,0,0
objSemiSolid,544,128,0010829C,0,1,1,4294967295,0,0
objSemiSolid,512,128,0002A30E,0,1,1,4294967295,0,0
objSemiSolid,480,128,000DDDCD,0,1,1,4294967295,0,0
objSemiSolid,448,128,002A2193,0,1,1,4294967295,0,0
objSemiSolid,416,128,001B0BBA,0,1,1,4294967295,0,0
objSemiSolid,384,128,000095B5,0,1,1,4294967295,0,0
objPlayer,64,192,0027E093,0,1,1,4294967295,0,0
